kanji,kana,roman,lat,lng,class
島前,どうぜん,Dozen,36.050,133.050,Extensive natural feature
恵山,えさん,E San,41.800,141.167,Mountain
江合川,えあいがわ,Eai Gawa,38.533,141.233,River
江別市,えべつし,Ebetsu Shi,43.100,141.533,Municipality
海老名市,えびなし,Ebina Shi,35.450,139.383,Municipality
えびの市,えびのし,Ebino Shi,32.050,130.817,Municipality
烏帽子岳,えぼしだけ,Eboshi Dake,31.867,130.600,Mountain
烏帽子岳,えぼしだけ,Eboshi Dake ,39.800,140.833,Mountain
乳頭山,にゅうとうざん,Nyuto Zan,39.800,140.833,Mountain
烏帽子島,えぼししま,Eboshi Shima,33.683,129.983,Island
烏帽子山,えぼしやま,Eboshi Yama,35.067,133.050,Mountain
愛知川,えちがわ,Echi Gawa,35.217,136.117,River
越後平野,えちごへいや,Echigo Heiya,37.817,139.000,Extensive natural feature
越後山脈,えちごさんみゃく,Echigo Sanmyaku,37.400,139.367,Extensive natural feature
越前町,えちぜんちょう,Echizen Cho,35.967,136.133,Municipality
越前岬,えちぜんみさき,Echizen Misaki,35.983,135.950,Cape
越前市,えちぜんし,Echizen Shi,35.900,136.167,Municipality
枝手久海山,えだてくかいざん,Edateku Kaizan,27.617,132.250,Undersea feature
江戸川,えどがわ,Edo Gawa,35.683,139.950,River
江戸川区,えどがわく,Edogawa Ku,35.700,139.867,Municipality
愛媛県,えひめけん,Ehime Ken,33.850,132.767,Municipality
永平寺町,えいへいじちょう,Eiheiji Cho,36.100,136.300,Municipality
恵那山,えなさん,Ena San,35.450,137.600,Mountain
恵那市,えなし,Ena Shi,35.450,137.417,Municipality
遠別町,えんべつちょう,Enbetsu Cho,44.717,141.800,Municipality
遠別川,えんべつがわ,Enbetsu Gawa,44.717,141.783,River
遠軽町,えんがるちょう,Engaru Cho,44.067,143.533,Municipality
恵庭岳,えにわだけ,Eniwa Dake,42.800,141.283,Mountain
恵庭市,えにわし,Eniwa Shi,42.883,141.583,Municipality
可愛岳,えのだけ,Eno Dake,32.650,131.650,Mountain
江島,えのしま,Eno Shima,33.017,129.350,Island
江の島,えのしま,Enoshima,35.300,139.483,Island
遠州灘,えんしゅうなだ,Enshu Nada,34.467,137.600,Sea Area
遠州灘沖海山,えんしゅうなだおきかいざん,Enshunada-Oki Kaizan,33.033,137.717,Undersea feature
江良岳,えらだけ,Era Dake,41.517,139.367,Mountain
えりも町,えりもちょう,Erimo Cho,42.017,143.150,Municipality
襟裳海山,えりもかいざん,Erimo Kaizan,40.900,144.967,Undersea feature
襟裳岬,えりもみさき,Erimo Misaki,41.917,143.250,Cape
恵山岬,えさんみさき,Esan Misaki,41.817,141.183,Cape
エサオマントッタベツ岳,エサオマントッタベツだけ,Esaomantottabetsu Dake,42.683,142.750,Mountain
江差町,えさしちょう,Esashi Cho,41.867,140.133,Municipality
枝幸町,えさしちょう,Esashi Cho,44.933,142.583,Municipality
江田島市,えたじまし,Etajima Shi,34.167,132.467,Municipality
恵曇,えとも,Etomo,35.533,132.983,Populated area
択捉海峡,えとろふかいきょう,Etorofu Kaikyo,45.600,148.783,Sea Area
択捉島,えとろふとう,Etorofu To,45.083,147.783,Island
冨崎,ふさき,Fu Saki ,24.367,124.117,Cape
観音埼,かんのんさき,Kannon Saki,24.367,124.117,Cape
府中町,ふちゅうちょう,Fuchu Cho,34.400,132.500,Municipality
府中市,ふちゅうし,Fuchu Shi,35.667,139.483,Municipality
府中市,ふちゅうし,Fuchu Shi,34.567,133.233,Municipality
普代村,ふだいむら,Fudai Mura,40.000,141.883,Municipality
笛吹川,ふえふきがわ,Fuefuki Gawa,35.550,138.467,River
笛吹市,ふえふきし,Fuefuki Shi,35.650,138.633,Municipality
富士川,ふじかわ,Fuji Kawa,35.117,138.633,River
富士山,ふじさん,Fuji San,35.367,138.733,Mountain
富士市,ふじし,Fuji Shi,35.167,138.683,Municipality
藤枝市,ふじえだし,Fujieda Shi,34.867,138.250,Municipality
藤井寺市,ふじいでらし,Fujiidera Shi,34.567,135.600,Municipality
富士川町,ふじかわちょう,Fujikawa Cho,35.567,138.467,Municipality
富士河口湖町,ふじかわぐちこまち,Fujikawaguchiko Machi,35.500,138.750,Municipality
富士見町,ふじみまち,Fujimi Machi,35.917,138.233,Municipality
富士見市,ふじみし,Fujimi Shi,35.850,139.550,Municipality
ふじみ野市,ふじみのし,Fujimino Shi,35.883,139.517,Municipality
風神海山,ふうじんかいざん,Fujin Kaizan,24.017,142.967,Undersea feature
富士宮市,ふじのみやし,Fujinomiya Shi,35.217,138.617,Municipality
藤岡市,ふじおかし,Fujioka Shi,36.267,139.067,Municipality
藤崎町,ふじさきまち,Fujisaki Machi,40.650,140.500,Municipality
藤里町,ふじさとまち,Fujisato Machi,40.283,140.267,Municipality
藤沢市,ふじさわし,Fujisawa Shi,35.333,139.483,Municipality
藤原,ふじわら,Fujiwara,35.150,136.483,Populated area
富士吉田市,ふじよしだし,Fujiyoshida Shi,35.483,138.800,Municipality
深川市,ふかがわし,Fukagawa Shi,43.717,142.050,Municipality
深島,ふかしま,Fukashima,32.717,131.933,Island
深浦町,ふかうらまち,Fukaura Machi,40.650,139.933,Municipality
深谷市,ふかやし,Fukaya Shi,36.200,139.283,Municipality
吹上浜,ふきあげはま,Fukiage Hama,31.467,130.300,Cape
福智町,ふくちまち,Fukuchi Machi,33.683,130.783,Municipality
福知山市,ふくちやまし,Fukuchiyama Shi,35.300,135.133,Municipality
福江島,ふくえじま,Fukue Jima,32.683,128.733,Island
福井県,ふくいけん,Fukui Ken,36.067,136.217,Municipality
福井市,ふくいし,Fukui Shi,36.067,136.217,Municipality
福岡県,ふくおかけん,Fukuoka Ken,33.600,130.417,Municipality
福岡市,ふくおかし,Fukuoka Shi,33.583,130.400,Municipality
福岡湾,ふくおかわん,Fukuoka Wan,33.633,130.333,Sea Area
袋井市,ふくろいし,Fukuroi Shi,34.750,137.933,Municipality
フクロウナギ海脚,フクロウナギかいきゃく,Fukuro-Unagi Kaikyaku,23.350,153.683,Undersea feature
福崎町,ふくさきちょう,Fukusaki Cho,34.950,134.767,Municipality
福島町,ふくしまちょう,Fukushima Cho,41.483,140.250,Municipality
福島県,ふくしまけん,Fukushima Ken,37.750,140.467,Municipality
福島市,ふくしまし,Fukushima Shi,37.767,140.467,Municipality
福徳海山,ふくとくかいざん,Fukutoku Kaizan,24.083,141.617,Undersea feature
福津市,ふくつし,Fukutsu Shi,33.767,130.483,Municipality
福山海山,ふくやまかいざん,Fukuyama Kaizan,22.383,143.117,Undersea feature
福山市,ふくやまし,Fukuyama Shi,34.483,133.367,Municipality
文月海山,ふみづきかいざん,Fumizuki Kaizan,23.517,135.533,Undersea feature
船橋市,ふなばしし,Funabashi Shi,35.700,139.983,Municipality
舟形町,ふながたまち,Funagata Machi,38.683,140.317,Municipality
船形山,ふながたやま,Funagata Yama,38.450,140.617,Mountain
舟橋村,ふなはしむら,Funahashi Mura,36.700,137.300,Municipality
ふね星海山,ふねぼしかいざん,Funeboshi Kaizan,17.533,134.633,Undersea feature
布野,ふの,Funo,34.883,132.783,Populated area
風不死岳,ふっぷしだけ,Fuppushi Dake,42.717,141.367,Mountain
富良野岳,ふらのだけ,Furano Dake,43.400,142.633,Mountain
富良野市,ふらのし,Furano Shi,43.350,142.383,Municipality
風蓮川,ふうれんがわ,Furen Gawa,43.317,145.250,River
風蓮湖,ふうれんこ,Furen Ko,43.300,145.350,Lake
不老海山,ふろうかいざん,Furo Kaizan,24.483,135.283,Undersea feature
古平町,ふるびらちょう,Furubira Cho,43.267,140.633,Municipality
古岳,ふるだけ,Furudake,30.433,130.217,Mountain
古殿町,ふるどのまち,Furudono Machi,37.083,140.550,Municipality
古釜布,ふるかまっぷ,Furukamappu,44.033,145.850,Populated area
伏見,ふしみ,Fushimi,34.933,135.767,Populated area
椹野川,ふしのがわ,Fushino Gawa,34.050,131.400,River
扶桑町,ふそうちょう,Fuso Cho,35.367,136.917,Municipality
福生市,ふっさし,Fussa Shi,35.733,139.333,Municipality
双葉海山,ふたばかいざん,Futaba Kaizan,37.150,144.633,Undersea feature
双葉町,ふたばまち,Futaba Machi,36.917,140.800,Municipality
二神島,ふたがみしま,Futagami Shima,33.600,129.550,Island
両子山,ふたごさん,Futago San,33.583,131.600,Mountain
二子山,ふたごやま,Futago Yama,36.067,138.867,Mountain
蓋井島,ふたおいじま,Futaoi Jima,34.100,130.783,Island
二ッ森,ふたつもり,Futatsumori,40.433,140.117,Mountain
富津市,ふっつし,Futtsu Shi,35.300,139.850,Municipality
臥蛇島,がじゃじま,Gaja Jima,29.900,129.533,Island
餓鬼岳,がきだけ,Gaki Dake,36.450,137.733,Mountain
蒲郡市,がまごおりし,Gamagori Shi,34.833,137.217,Municipality
月山,がっさん,Gassan,38.550,140.033,Mountain
芸西村,げいせいむら,Geisei Mura,33.533,133.817,Municipality
芸予諸島,げいよしょとう,Geiyo Shoto,34.150,132.667,Extensive natural feature
元号海山群,げんごうかいざんぐん,Gengo Kaizangun,29.933,138.700,Undersea feature
源氏星海山,げんじぼしかいざん,Genjiboshi Kaizan,19.150,136.567,Undersea feature
玄海町,げんかいちょう,Genkai Cho,33.467,129.867,Municipality
玄界島,げんかいじま,Genkai Jima,33.683,130.233,Island
玄界灘,げんかいなだ,Genkai Nada,33.833,130.167,Sea Area
元禄海山,げんろくかいざん,Genroku Kaizan,31.000,139.000,Undersea feature
下呂市,げろし,Gero Shi,35.800,137.250,Municipality
夏至海山,げしかいざん,Geshi Kaizan,22.733,141.967,Undersea feature
月曜海山,げつようかいざん,Getsuyo Kaizan,29.300,140.467,Undersea feature
岐阜県,ぎふけん,Gifu Ken,35.383,136.717,Municipality
岐阜市,ぎふし,Gifu Shi,35.417,136.767,Municipality
岐南町,ぎなんちょう,Ginan Cho,35.383,136.783,Municipality
宜野湾市,ぎのわんし,Ginowan Shi,26.283,127.783,Municipality
宜野座村,ぎのざそん,Ginoza Son,26.483,127.983,Municipality
銀座,ぎんざ,Ginza,35.667,139.767,Populated area
祇園海山列,ぎおんかいざんれつ,Gion Kaizan Retsu,20.133,132.667,Undersea feature
郷崎,ごうざき,Go Zaki,34.333,129.200,Cape
御坊市,ごぼうし,Gobo Shi,33.883,135.150,Municipality
神戸町,ごうどちょう,Godo Cho,35.417,136.617,Municipality
興居島,ごごしま,Gogo Shima,33.900,132.683,Island
五條市,ごじょうし,Gojo Shi,34.350,135.700,Municipality
五城目町,ごじょうめまち,Gojome Machi,39.950,140.117,Municipality
五霞町,ごかまち,Goka Machi,36.117,139.750,Municipality
五ヶ瀬町,ごかせちょう,Gokase Cho,32.683,131.200,Municipality
五ヶ瀬川,ごかせがわ,Gokase Gawa,32.583,131.717,River
護摩壇山,ごまだんざん,Gomadan Zan,34.050,135.567,Mountain
権現山,ごんげんやま,Gongen Yama,35.667,139.017,Mountain
権現山,ごんげんやま,Gongen Yama,32.233,130.033,Mountain
五戸川,ごのへがわ,Gonohe Gawa,40.583,141.467,River
五戸町,ごのへまち,Gonohe Machi,40.533,141.300,Municipality
江の川,ごうのかわ,Gonokawa,35.033,132.233,River
江の川,ごうのかわ,Gonokawa ,34.800,132.833,River
可愛川,えのかわ,Eno Kawa,34.800,132.833,River
五龍岳,ごりゅうだけ,Goryu Dake,36.667,137.750,Mountain
御所市,ごせし,Gose Shi,34.467,135.733,Municipality
五泉市,ごせんし,Gosen Shi,37.750,139.183,Municipality
五所川原市,ごしょがわらし,Goshogawara Shi,40.800,140.450,Municipality
御殿場市,ごてんばし,Gotenba Shi,35.317,138.933,Municipality
五島列島,ごとうれっとう,Goto Retto,32.983,128.867,Extensive natural feature
五島市,ごとうし,Goto Shi,32.700,128.833,Municipality
江津市,ごうつし,Gotsu Shi,35.017,132.217,Municipality
五葉山,ごようざん,Goyo Zan,39.200,141.733,Mountain
御在所山,ございしょやま,Gozaisho Yama,35.017,136.417,Mountain
郡上市,ぐじょうし,Gujo Shi,35.750,136.967,Municipality
群馬県,ぐんまけん,Gunma Ken,36.383,139.067,Municipality
行田市,ぎょうだし,Gyoda Shi,36.133,139.450,Municipality
玉東町,ぎょくとうまち,Gyokuto Machi,32.917,130.633,Municipality
葉山,はやま,Ha Yama,38.533,140.217,Mountain
羽曳野市,はびきのし,Habikino Shi,34.550,135.600,Municipality
歯舞群島,はぼまいぐんとう,Habomai Gunto,43.617,146.100,Extensive natural feature
羽幌町,はぼろちょう,Haboro Cho,44.367,141.700,Municipality
羽幌川,はぼろがわ,Haboro Gawa,44.383,141.700,River
波浮港,はぶみなと,Habuminato,34.683,139.433,Populated area
鉢伏山,はちぶせやま,Hachibuse Yama,36.167,138.067,Mountain
八丈島,はちじょうじま,Hachijo Jima,33.100,139.800,Island
八丈町,はちじょうまち,Hachijo Machi,33.117,139.783,Municipality
八幡岳,はちまんだけ,Hachiman Dake,41.850,140.233,Mountain
八幡平,はちまんたい,Hachiman Tai,39.967,140.867,Extensive natural feature
八幡岬,はちまんざき,Hachiman Zaki,35.133,140.317,Cape
八幡平市,はちまんたいし,Hachimantai Shi,39.950,141.067,Municipality
鉢盛山,はちもりやま,Hachimori Yama,36.083,137.750,Mountain
八戸市,はちのへし,Hachinohe Shi,40.517,141.483,Municipality
八王子市,はちおうじし,Hachioji Shi,35.667,139.317,Municipality
八郎岳,はちろうだけ,Hachiro Dake,32.667,129.850,Mountain
八郎潟調整池,はちろうがたちょうせいち,Hachirogata Choseichi,39.917,140.000,Lake
八郎潟町,はちろうがたまち,Hachirogata Machi,39.950,140.067,Municipality
秦野市,はだのし,Hadano Shi,35.367,139.217,Municipality
波戸岬,はどのみさき,Hadonomisaki,33.550,129.850,Cape
南風原町,はえばるちょう,Haebaru Cho,26.183,127.733,Municipality
芳賀町,はがまち,Haga Machi,36.550,140.050,Municipality
波勝岬,はがちざき,Hagachi Zaki,34.683,138.733,Cape
兀岳,はげたけ,Hage Take,35.550,137.700,Mountain
萩市,はぎし,Hagi Shi,34.400,131.400,Municipality
母島,ははじま,Haha Jima,26.650,142.167,Island
母島海山,ははじまかいざん,Hahajima Kaizan,26.333,143.000,Undersea feature
母島列島,ははじまれっとう,Hahajima Retto,26.633,142.033,Extensive natural feature
早岐,はいき,Haiki,33.133,129.800,Populated area
弾崎,はじきさき,Hajiki Saki,38.333,138.517,Cape
博士山,はかせやま,Hakase Yama,37.367,139.717,Mountain
発荷峠,はっかとうげ,Hakka Toge,40.400,140.867,Pass
八海山,はっかいさん,Hakkai San,37.117,139.017,Mountain
八高山,はっこうさん,Hakko San,34.900,138.050,Mountain
八甲田山,はっこうださん,Hakkoda San,40.667,140.867,Mountain
八経ヶ岳,はっきょうがたけ,Hakkyogatake,34.167,135.900,Mountain
函岳,はこだけ,Hako Dake,44.667,142.417,Mountain
函館市,はこだてし,Hakodate Shi,41.767,140.733,Municipality
函館山,はこだてやま,Hakodate Yama,41.767,140.700,Mountain
箱根町,はこねまち,Hakone Machi,35.233,139.100,Municipality
箱根山,はこねやま,Hakone Yama,35.233,139.033,Mountain
白馬村,はくばむら,Hakuba Mura,36.700,137.867,Municipality
白鳳海山,はくほうかいざん,Hakuho Kaizan,27.950,137.550,Undersea feature
羽咋市,はくいし,Hakui Shi,36.900,136.783,Municipality
白寿海山,はくじゅかいざん,Hakuju Kaizan,24.700,134.767,Undersea feature
白露平頂海山,はくろへいちょうかいざん,Hakuro Heichokaizan,22.167,141.717,Undersea feature
白山,はくさん,Hakusan,36.167,136.767,Mountain
白山瀬,はくさんせ,Hakusan Se,38.500,137.133,Undersea feature
白山市,はくさんし,Hakusan Shi,36.517,136.567,Municipality
伯太川,はくたがわ,Hakuta Gawa,35.450,133.250,River
白雲岳,はくうんだけ,Hakuun Dake,43.667,142.900,Mountain
浜田市,はまだし,Hamada Shi,34.900,132.083,Municipality
浜松市,はままつし,Hamamatsu Shi,34.717,137.733,Municipality
浜名湖,はまなこ,Hamana Ko,34.750,137.567,Lake
浜中町,はまなかちょう,Hamanaka Cho,43.083,145.133,Municipality
浜頓別町,はまとんべつちょう,Hamatonbetsu Cho,45.117,142.367,Municipality
羽村市,はむらし,Hamura Shi,35.767,139.317,Municipality
花巻市,はなまきし,Hanamaki Shi,39.383,141.117,Municipality
花見海山,はなみかいざん,Hanami Kaizan,23.017,141.433,Undersea feature
花咲岬,はなさきみさき,Hanasaki Misaki,43.283,145.583,Cape
鼻高山,はなたかせん,Hanataka Sen,35.417,132.750,Mountain
塙町,はなわまち,Hanawa Machi,36.950,140.417,Municipality
半田市,はんだし,Handa Shi,34.900,136.933,Municipality
万年山,はねやま,Hane Yama,33.233,131.133,Mountain
半夏生海山,はんげしょうかいざん,Hangesho Kaizan,22.500,142.533,Undersea feature
半月海嶺,はんげつかいれい,Hangetsu Kairei,22.700,137.150,Undersea feature
阪南市,はんなんし,Hannan Shi,34.367,135.233,Municipality
飯能市,はんのうし,Hanno Shi,35.850,139.333,Municipality
羽生市,はにゅうし,Hanyu Shi,36.167,139.550,Municipality
八峰町,はっぽうちょう,Happo Cho,40.317,140.033,Municipality
八風山,はっぷうさん,Happu San,36.283,138.600,Mountain
原村,はらむら,Hara Mura,35.967,138.217,Municipality
播磨町,はりまちょう,Harima Cho,34.717,134.867,Municipality
播磨灘,はりまなだ,Harima Nada,34.600,134.667,Sea Area
針ノ木岳,はりのきだけ,Harinoki Dake,36.533,137.683,Mountain
ハルカリモシリ島,ハルカリモシリとう,Harukarimoshiri To,43.417,146.167,Island
榛名山,はるなさん,Haruna San,36.483,138.850,Mountain
春の七草海山群,はるのななくさかいざんぐん,Haru-No-Nanakusa Kaizangun,25.400,148.883,Undersea feature
迫川,はさまがわ,Hasama Gawa,38.550,141.233,River
波佐見町,はさみちょう,Hasami Cho,33.133,129.900,Municipality
